time,RegionID,Zipcode,City,State,Metro,CountyName,SizeRank,AveragePrice,ROI,value
2001-03-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,241400.0
2001-03-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,863900.0
2001-03-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,187100.0
2001-03-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,257300.0
2001-03-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,459300.0
2001-04-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,580000.0
2001-04-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,210900.0
2001-04-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,285600.0
2001-04-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,237200.0
2001-04-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,243400.0
2001-04-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,876900.0
2001-04-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,190900.0
2001-04-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,259100.0
2001-04-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,466800.0
2001-05-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,587800.0
2001-05-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,213500.0
2001-05-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,292300.0
2001-05-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,238600.0
2001-05-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,244800.0
2001-05-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,889000.0
2001-05-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,194500.0
2001-05-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,260900.0
2001-05-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,474600.0
2001-06-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,595400.0
2001-06-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,215600.0
2001-06-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,299100.0
2001-06-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,239900.0
2001-06-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,245800.0
2001-06-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,900100.0
2001-06-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,198200.0
2001-06-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,262600.0
2001-06-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,482900.0
2001-07-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,602600.0
2001-07-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,217600.0
2001-07-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,305800.0
2001-07-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,241100.0
2001-07-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,246700.0
2001-07-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,909800.0
2001-07-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,202000.0
2001-07-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,264200.0
2001-07-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,491600.0
2001-08-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,609500.0
2001-08-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,219600.0
2001-08-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,312500.0
2001-08-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,242600.0
2001-08-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,248000.0
2001-08-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,917800.0
2001-08-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,205900.0
2001-08-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,265900.0
2001-08-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,500200.0
2001-09-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,616500.0
2001-09-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,221500.0
2001-09-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,319100.0
2001-09-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,244400.0
2001-09-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,249700.0
2001-09-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,924000.0
2001-09-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,210000.0
2001-09-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,268000.0
2001-09-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,508800.0
2001-10-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,623600.0
2001-10-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,223500.0
2001-10-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,325900.0
2001-10-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,246400.0
2001-10-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,251800.0
2001-10-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,929000.0
2001-10-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,214400.0
2001-10-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,270400.0
2001-10-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,517600.0
2001-11-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,631000.0
2001-11-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,226100.0
2001-11-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,332700.0
2001-11-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,248600.0
2001-11-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,254500.0
2001-11-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,932700.0
2001-11-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,218900.0
2001-11-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,273200.0
2001-11-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,526400.0
2001-12-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,638800.0
2001-12-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,229000.0
2001-12-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,339800.0
2001-12-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,251100.0
2001-12-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,257400.0
2001-12-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,935800.0
2001-12-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,223600.0
2001-12-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,276300.0
2001-12-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,534900.0
2002-01-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,646900.0
2002-01-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,232000.0
2002-01-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,347200.0
2002-01-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,253500.0
2002-01-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,260000.0
2002-01-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,939100.0
2002-01-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,228400.0
2002-01-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,279400.0
2002-01-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,542700.0
2002-02-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,655100.0
2002-02-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,234500.0
2002-02-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,354800.0
2002-02-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,255600.0
2002-02-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,261800.0
2002-02-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,942800.0
2002-02-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,233100.0
2002-02-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,282600.0
2002-02-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,549900.0
2002-03-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,663300.0
2002-03-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,236500.0
2002-03-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,362200.0
2002-03-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,257400.0
2002-03-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,262800.0
2002-03-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,946500.0
2002-03-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,237600.0
2002-03-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,285900.0
2002-03-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,556800.0
2002-04-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,671200.0
2002-04-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,237800.0
2002-04-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,369600.0
2002-04-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,258800.0
2002-04-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,262800.0
2002-04-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,950300.0
2002-04-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,241800.0
2002-04-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,289300.0
2002-04-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,563900.0
2002-05-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,678700.0
2002-05-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,238400.0
2002-05-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,376500.0
2002-05-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,259900.0
2002-05-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,261900.0
2002-05-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,954700.0
2002-05-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,245900.0
2002-05-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,292600.0
2002-05-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,571500.0
2002-06-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,685600.0
2002-06-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,238500.0
2002-06-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,383200.0
2002-06-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,260700.0
2002-06-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,260500.0
2002-06-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,959700.0
2002-06-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,249900.0
2002-06-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,295400.0
2002-06-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,579900.0
2002-07-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,692000.0
2002-07-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,238300.0
2002-07-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,389500.0
2002-07-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,261500.0
2002-07-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,259400.0
2002-07-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,965300.0
2002-07-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,254100.0
2002-07-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,298000.0
2002-07-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,588700.0
2002-08-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,698100.0
2002-08-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,238200.0
2002-08-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,395400.0
2002-08-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,262700.0
2002-08-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,258800.0
2002-08-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,971400.0
2002-08-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,258500.0
2002-08-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,300600.0
2002-08-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,597600.0
2002-09-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,704000.0
2002-09-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,238300.0
2002-09-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,401200.0
2002-09-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,264400.0
2002-09-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,258900.0
2002-09-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,977900.0
2002-09-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,263100.0
2002-09-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,303400.0
2002-09-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,606900.0
2002-10-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,710400.0
2002-10-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,239000.0
2002-10-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,406900.0
2002-10-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,266500.0
2002-10-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,259900.0
2002-10-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,984700.0
2002-10-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,267900.0
2002-10-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,306600.0
2002-10-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,616300.0
2002-11-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,716800.0
2002-11-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,238400.0
2002-11-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,412900.0
2002-11-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,268500.0
2002-11-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,259800.0
2002-11-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,994000.0
2002-11-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,274000.0
2002-11-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,310400.0
2002-11-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,626200.0
2002-12-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,722800.0
2002-12-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,237500.0
2002-12-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,417400.0
2002-12-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,270300.0
2002-12-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,259300.0
2002-12-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1005000.0
2002-12-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,281000.0
2002-12-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,314700.0
2002-12-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,639100.0
2003-01-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,728400.0
2003-01-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,239200.0
2003-01-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,419000.0
2003-01-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,273000.0
2003-01-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,261400.0
2003-01-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1014300.0
2003-01-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,287400.0
2003-01-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,318800.0
2003-01-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,655500.0
2003-02-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,734000.0
2003-02-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,244500.0
2003-02-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,418700.0
2003-02-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,277500.0
2003-02-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,267100.0
2003-02-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1021800.0
2003-02-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,292800.0
2003-02-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,322700.0
2003-02-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,674100.0
2003-03-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,739600.0
2003-03-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,251400.0
2003-03-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,417900.0
2003-03-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,283900.0
2003-03-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,274700.0
2003-03-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1030600.0
2003-03-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,298900.0
2003-03-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,327000.0
2003-03-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,693600.0
2003-04-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,744900.0
2003-04-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,260900.0
2003-04-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,416800.0
2003-04-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,292700.0
2003-04-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,285600.0
2003-04-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1039700.0
2003-04-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,305700.0
2003-04-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,332500.0
2003-04-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,712500.0
2003-05-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,749800.0
2003-05-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,272800.0
2003-05-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,416200.0
2003-05-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,304200.0
2003-05-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,300300.0
2003-05-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1049000.0
2003-05-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,312800.0
2003-05-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,339800.0
2003-05-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,727400.0
2003-06-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,754200.0
2003-06-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,286100.0
2003-06-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,416800.0
2003-06-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,317300.0
2003-06-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,317700.0
2003-06-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1059500.0
2003-06-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,319600.0
2003-06-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,348500.0
2003-06-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,737800.0
2003-07-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,758400.0
2003-07-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,299600.0
2003-07-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,419200.0
2003-07-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,329500.0
2003-07-01,62033,11222,New York,NY,New York,Kings,1156,640047.5471698113,10.535522788203751,334900.0
2003-07-01,60461,6820,Darien,CT,Stamford,Fairfield,6037,1128919.6226415094,1.5142184386886433,1072400.0
2003-07-01,60796,7756,Neptune,NJ,New York,Monmouth,9759,345644.5283018868,4.418274111675127,325700.0
2003-07-01,60125,6068,Salisbury,CT,Torrington,Litchfield,13646,384341.13207547175,1.4765135699373697,356800.0
2003-07-01,60446,6793,Washington,CT,Torrington,Litchfield,14356,583974.716981132,1.3660968660968658,745100.0
2003-08-01,60545,7030,Hoboken,NJ,New York,Hudson,58,957777.3584905659,5.148209549071618,762800.0
2003-08-01,62022,11211,New York,NY,New York,Kings,118,595167.1698113207,11.18993993993994,312500.0
2003-08-01,60639,7302,Jersey City,NJ,New York,Hudson,192,596591.320754717,9.403061224489797,423600.0
2003-08-01,62027,11216,New York,NY,New York,Kings,476,572171.6981132076,9.942505133470226,338700.0
